No,性別,年代区分,住居状況区分,家族状況区分,家族人数区分,家族同居区分,年収区分,勤務形態区分,申込経路,申請理由,引上率,審査結果,申請有無
13528,2,30代,3,2,1,2,3,02,2,12,1.25,1,
13529,1,30代,5,2,1,2,3,02,2,8,1.25,2,
13530,1,40代,1,1,4,1,7,02,2,12,1.307692308,1,
13531,2,20代,7,2,3,1,1,02,2,0,1.042553191,1,
13532,1,40代,5,1,3,1,4,02,2,3,1.37,1,
13533,2,40代,5,1,2,1,2,02,2,2,2,1,
13534,1,40代,5,1,2,1,3,02,2,7,1.5,1,
13535,1,20代,5,2,2,1,2,02,2,1,1.25,1,
13536,1,40代,2,2,3,1,4,02,3,1,1,4,
13537,2,40代,1,1,4,1,2,02,2,0,2.05,1,
13538,1,40代,5,1,3,1,4,02,2,3,1.37,1,
13539,2,30代,2,2,4,1,0,05,2,5,1.5,1,
13540,1,50代,1,1,4,1,3,02,3,0,1.15,1,
13541,2,20代,2,2,2,1,0,05,3,3,1.0875,1,
13542,1,20代,4,2,1,1,1,02,2,4,1.95,1,
13543,2,30代,5,1,2,1,3,03,3,0,1,4,
13544,2,30代,5,1,2,2,1,02,2,17,2.166666667,1,
13545,2,20代,7,2,1,1,2,02,2,7,1.125,1,
13546,1,40代,1,1,3,1,4,02,3,13,1,4,
13547,1,30代,6,2,2,1,2,02,2,4,1.4,1,
13548,1,40代,1,1,3,1,4,02,3,13,1,4,
13549,1,20代,5,1,2,1,2,02,3,11,3.846153846,2,
13550,2,30代,2,2,4,1,3,02,2,2,2,2,
13551,2,30代,2,1,2,1,0,04,2,9,2.428571429,1,
13552,1,70代,1,2,2,1,1,08,2,0,1.25,1,
13553,2,30代,7,1,4,1,2,02,2,2,4,1,
13554,1,60代,5,1,4,1,9,02,2,0,1.2625,1,
13556,2,30代,2,2,4,1,1,02,3,1,1,4,
13557,2,20代,7,2,1,1,1,03,3,0,3,1,
13558,1,40代,1,1,3,1,4,02,3,2,2.125,1,
13559,1,20代,2,2,3,1,2,02,2,12,1.1,1,
13560,2,40代,0,1,2,0,1,02,3,0,4.333333333,1,
13561,1,30代,5,2,1,2,3,02,3,14,2.833333333,1,
13562,1,20代,2,2,4,1,2,02,3,6,2.7,1,
13563,1,20代,3,1,2,1,2,02,3,11,2.5,1,
13564,1,20代,2,2,1,1,2,02,3,7,1.133333333,1,
13565,2,40代,3,1,4,1,0,04,3,1,1.296296296,1,
13566,2,40代,5,2,1,2,3,03,3,1,2.666666667,1,
13567,2,20代,7,2,1,2,4,02,3,4,1.25,1,
13568,2,40代,5,1,4,1,1,07,3,3,1.22,1,
13569,1,30代,5,1,4,1,4,02,3,4,1.076923077,1,
13570,2,30代,5,2,1,2,2,02,3,0,1.25,1,
13571,1,30代,2,2,3,1,5,02,3,0,1.153846154,2,
13572,1,20代,5,2,1,2,1,02,3,4,1.5,1,
13573,2,20代,2,2,2,1,1,02,3,0,1,4,
13574,2,30代,2,2,4,1,2,02,3,11,5.555555556,2,
13575,2,20代,5,2,1,2,1,02,3,4,1.5,1,
13576,1,60代,1,1,2,1,1,08,3,1,1.666666667,1,
13577,2,40代,2,2,1,1,2,02,3,4,1,4,
13578,2,30代,2,1,4,1,2,02,2,0,1.85,1,
13579,2,60代,1,2,2,1,2,01,2,5,2.6625,1,
13580,2,60代,1,2,1,2,3,02,2,9,1.071428571,1,
13581,1,50代,6,1,3,1,6,02,2,0,2.413333333,1,
13582,1,50代,1,1,3,1,5,02,2,15,1.384615385,1,
13583,2,30代,7,2,1,1,1,02,2,9,1.916666667,1,
13584,1,50代,1,1,2,1,9,02,2,8,2,1,
13585,1,30代,1,1,3,1,4,01,3,14,4.75,1,
13586,1,50代,1,1,2,1,9,01,2,0,1.133333333,1,
13587,1,40代,1,1,2,1,5,02,2,0,1.8125,1,
13588,1,40代,1,1,4,1,9,02,3,12,1.5,2,
13589,2,40代,2,1,4,1,5,02,3,1,3,1,
13590,2,40代,1,1,2,1,2,02,3,0,3.142857143,1,
13591,2,30代,2,1,4,1,2,05,2,0,3.06,1,
13592,2,50代,1,1,4,1,2,02,2,0,2,1,
13593,1,50代,1,1,4,1,9,10,2,1,1.119230769,1,
13594,2,50代,2,1,4,1,3,05,2,8,6.25,1,
13595,1,40代,1,1,3,1,3,02,3,0,1,4,
13596,1,40代,2,1,4,1,3,03,2,9,1.792307692,1,
13597,1,50代,1,1,4,1,6,02,2,8,2,1,
13598,1,40代,5,2,1,0,7,10,3,8,1.588235294,1,
13599,1,20代,2,2,1,1,2,02,2,4,2.5,1,
13600,1,50代,1,1,4,1,9,01,3,12,1,4,
13601,2,30代,1,2,1,1,3,02,3,1,2.25,1,
13602,1,50代,1,2,1,1,9,05,2,2,1.8875,1,
13603,1,30代,1,1,4,1,2,02,2,0,1.055555556,1,
13604,2,70代,1,1,2,1,0,04,2,2,1.36,1,
13605,2,60代,2,1,3,1,1,12,3,0,2.444444444,1,
13606,2,20代,7,2,1,2,2,02,3,3,7,1,
13607,2,20代,2,2,3,1,1,02,2,2,2,1,
13608,2,40代,2,2,2,1,3,02,2,13,1.666666667,1,
13609,2,40代,5,2,1,2,1,12,3,4,1.325,1,
13610,2,40代,2,2,2,1,3,03,2,15,3.307692308,1,
13611,2,20代,2,2,4,2,2,02,3,16,1.5,1,
13612,2,20代,2,2,4,1,0,06,2,0,2,1,
13613,2,20代,7,2,4,1,1,02,2,4,1.666666667,1,
13614,2,20代,5,2,1,2,0,06,3,5,1.166666667,1,
13615,1,30代,5,2,1,2,2,02,2,4,1,4,
13616,2,50代,2,1,9,9,0,07,3,1,2.5,1,
13617,1,20代,2,2,4,1,0,06,3,4,1.4,1,
13618,1,30代,1,1,2,1,3,02,2,4,1.5,1,
13619,1,10代,2,2,4,1,0,06,3,4,1.6,1,
13620,2,40代,2,1,2,1,0,02,3,1,1.166666667,1,
13621,1,20代,3,1,3,1,3,02,3,6,2,1,
13622,2,60代,2,1,2,1,4,01,3,0,1,4,
13623,2,70代,2,1,3,1,0,04,3,0,1.666666667,1,
13624,2,40代,2,1,4,1,3,02,3,2,1.25,1,
13625,1,50代,1,1,3,1,9,02,3,0,1.555555556,1,
13626,2,40代,4,1,4,1,0,04,3,6,1,4,
13627,2,20代,5,2,1,2,1,02,3,0,1.222222222,1,
13628,1,70代,1,1,3,1,4,02,3,0,1,4,
13629,2,60代,1,1,3,1,0,04,3,3,2.142857143,1,
13630,1,70代,1,1,2,1,9,11,3,5,1,6,
13631,2,30代,5,2,1,2,1,02,3,8,1.123076923,1,
13632,2,30代,2,2,1,1,1,02,3,1,1.25,1,
13633,2,40代,5,2,1,2,4,02,3,1,1.25,1,
13634,1,20代,2,2,4,1,0,06,3,1,3.5,1,
13635,2,30代,2,2,1,1,1,02,3,8,1.727272727,1,
13636,1,20代,5,2,1,2,1,02,3,0,1.16,1,
13637,2,40代,3,2,1,0,3,03,3,6,1.538461538,1,0
13639,2,20代,2,2,4,1,3,02,3,0,1.371428571,1,0
13641,2,50代,1,1,4,1,5,10,3,13,2.857142857,2,0
13642,1,50代,1,1,4,1,6,02,3,1,2.333333333,1,0
13643,1,50代,6,1,9,9,2,02,3,1,1.666666667,1,1
13645,2,40代,2,1,3,1,2,02,3,1,4,1,1
13646,2,40代,5,2,1,2,2,02,3,1,1,4,0
13647,1,70代,1,1,2,1,1,08,3,0,2.818181818,1,0
13648,1,30代,4,2,1,1,4,03,3,12,1,4,0
13649,1,20代,4,2,2,1,1,02,3,5,1.1,1,0
13651,1,40代,1,1,3,1,4,02,3,1,1.2,1,0
13652,1,50代,1,1,4,1,9,01,3,12,1.333333333,2,0
13653,2,20代,6,1,2,1,2,02,3,5,1,4,0
13654,2,50代,5,2,1,2,4,02,3,0,2,2,0
13655,2,20代,5,1,3,1,3,02,3,3,2.25,1,0
13656,1,40代,1,1,4,1,4,02,2,4,1.14,1,0
13657,2,60代,7,1,1,2,1,12,2,5,1.1,1,0
13658,1,30代,5,2,1,2,3,03,3,2,2.5,1,0
13659,2,70代,1,2,1,1,1,08,2,6,1.553846154,1,0
13660,1,40代,1,2,1,1,8,02,2,0,1.12,1,1
13661,2,60代,1,2,1,2,2,08,3,0,7.25,1,0
13662,2,40代,1,1,3,1,4,02,3,1,1,4,1
13663,1,20代,5,2,1,2,3,02,3,5,1,4,0
13664,2,20代,7,2,1,2,1,02,3,4,1.3,1,1
13665,1,60代,1,1,3,1,9,02,2,9,1.0625,1,0
13666,1,40代,2,1,4,1,3,05,2,3,1.075,1,1
13667,2,50代,1,1,4,1,3,02,2,0,1.0625,1,0
13668,1,60代,1,1,2,1,0,11,2,13,1.5,1,0
13669,1,60代,1,1,2,1,5,01,2,5,1.004,1,0
13670,1,60代,1,1,2,1,5,01,2,16,1.011952191,1,0
13671,1,40代,1,1,4,1,5,03,3,1,2,1,0
13672,1,60代,1,1,2,1,5,01,2,16,1.011811024,1,0
13673,1,20代,5,2,1,2,2,02,3,0,1.35,1,0
13674,2,20代,2,2,2,1,0,06,2,1,1.5,1,1
13675,2,30代,7,1,2,1,2,02,2,4,1.434782609,1,0
13676,2,70代,2,1,2,1,9,01,2,0,4.1,1,1
13677,1,60代,7,2,1,2,2,01,2,2,1.785714286,1,1
13678,1,60代,1,1,3,1,5,05,2,18,2,1,0
13679,1,20代,2,2,4,1,2,02,3,1,1,4,0
13680,1,60代,1,1,4,1,3,12,3,5,1.125,1,0
13681,2,50代,2,1,2,1,4,02,2,4,1,4,0
13682,1,20代,7,2,1,2,1,02,2,2,2.15,1,0
13683,2,40代,2,1,4,1,0,07,2,0,1,4,0
13684,2,20代,7,2,1,2,2,02,2,4,1.45,1,1
13686,2,50代,1,1,4,1,4,02,2,0,1.86,1,0
13687,1,40代,1,1,4,1,4,02,3,0,2.777777778,1,0
13688,1,30代,1,1,4,1,3,02,2,4,1.666666667,1,0
13689,2,30代,2,1,4,1,1,02,2,4,1.75,1,0
13691,1,50代,1,1,3,2,4,02,3,16,1.033333333,2,1
13692,2,30代,1,1,2,1,2,02,2,5,1.056603774,1,0
13693,2,40代,5,1,2,1,5,01,2,2,1.665217391,1,0
13694,1,40代,1,1,3,1,9,02,2,14,1.6,1,1
13695,1,20代,2,2,4,1,1,06,3,4,1.25,2,0
13696,1,40代,1,1,4,1,9,05,2,12,2,2,0
13697,1,50代,2,2,2,1,4,02,2,5,1.02,1,1
13698,2,40代,1,1,4,1,2,02,3,0,2.25,1,0
13699,2,40代,1,2,1,2,1,02,2,15,2.125,1,0
13700,2,30代,5,2,1,2,1,02,3,6,2.333333333,1,0
13702,1,40代,5,1,3,1,4,01,3,0,2.5,2,0
13703,1,20代,2,2,1,1,1,02,3,1,1,4,0
13704,2,40代,6,1,4,1,0,04,3,2,1.55,1,0
13705,2,20代,3,1,2,2,2,02,3,11,3,1,0
13706,1,20代,2,2,4,1,2,02,3,1,1,4,0
13707,2,30代,5,2,2,2,3,10,3,16,1.133333333,1,0
13708,1,20代,2,2,4,1,2,02,3,1,1,4,0
13709,2,20代,7,2,1,2,1,02,3,6,1,4,1
13710,1,30代,2,1,4,1,9,01,3,12,1,4,1
13711,1,40代,1,1,4,1,3,02,3,4,1,4,1
13712,1,30代,1,1,1,1,4,02,3,6,2.818181818,1,0
13713,2,30代,1,1,2,1,1,02,3,1,1.333333333,1,0
13714,1,40代,2,1,3,1,4,02,3,0,1.78,1,0
13715,2,30代,7,2,1,2,2,02,3,4,1.116666667,1,0
13716,2,20代,2,2,4,1,1,02,3,4,1.45,1,0
13717,1,40代,5,2,1,2,4,02,3,2,1.571428571,1,0
13718,1,20代,5,1,2,1,2,02,3,11,2,1,0
13720,1,50代,3,1,4,1,7,01,3,12,1,4,1
13721,1,20代,3,2,1,2,2,02,3,0,1,4,1
13722,1,50代,2,2,2,1,4,02,3,1,1.416666667,1,0
13723,1,50代,5,2,1,2,2,02,3,6,3.5,1,1
13724,1,40代,1,1,4,1,2,02,3,4,1.227272727,1,0
13725,1,50代,1,1,3,1,4,02,3,6,3.777777778,1,0
13726,2,20代,2,2,2,1,1,11,3,4,1.55,1,0
13727,2,30代,5,2,1,1,3,02,3,1,3,1,0
13728,2,30代,5,1,2,2,1,02,3,11,18.5,1,0
13729,2,40代,5,2,1,2,3,02,3,1,1.375,1,0
13730,2,40代,5,1,2,1,0,02,3,1,1,6,0
13731,2,50代,1,1,4,1,1,02,3,0,2.25,1,0
13732,1,40代,1,1,4,1,8,02,3,3,3.03030303,2,1
13733,1,50代,1,1,3,1,6,02,2,13,1.333333333,2,0
13734,2,60代,2,1,2,1,0,04,2,0,1.811111111,1,0
13735,1,50代,1,1,9,9,4,02,3,0,3.333333333,2,0
13736,1,20代,3,2,4,1,1,06,3,1,1.142857143,1,0
13737,1,30代,5,1,4,1,9,10,2,14,1,4,0
13738,2,30代,2,1,3,1,1,02,3,3,2,1,0
13739,2,60代,1,1,4,1,1,12,2,14,2.166666667,1,0
13740,2,70代,1,1,2,1,1,08,2,0,1.769230769,1,0
13741,2,70代,2,1,2,1,0,04,3,1,2.3,1,1
13742,2,40代,1,2,2,9,4,02,2,0,2.636363636,1,0
13743,1,20代,5,2,1,2,1,02,2,0,1.05,1,0
13744,2,20代,4,2,1,2,2,02,2,0,2,1,1
13745,2,40代,1,1,4,9,3,02,2,0,1.833333333,1,0
13746,2,40代,2,2,1,2,4,02,2,0,4.75,1,0
13747,2,70代,1,2,1,1,0,08,2,3,2.9,1,0
13748,1,50代,1,1,3,9,5,02,2,0,2.666666667,1,0
13749,2,70代,2,2,1,1,2,08,2,0,5,1,0
13750,2,50代,5,1,3,1,1,01,2,0,2.363636364,1,0
13751,2,40代,5,0,2,1,3,02,3,4,1.1,1,0
13752,1,60代,1,1,2,0,1,08,2,1,1.333333333,1,0
13753,2,20代,4,2,1,1,1,02,2,7,1.25,1,1
13754,2,40代,7,2,2,1,1,12,3,10,1.285714286,1,0
13755,2,40代,5,1,4,1,4,02,3,0,2.111111111,1,0
13756,2,40代,2,2,3,1,2,02,2,0,2.05,1,0
13757,1,50代,1,1,4,1,6,02,2,4,1,4,1
13758,2,70代,5,1,2,1,0,08,3,6,1,4,0
13759,1,50代,2,1,2,1,3,02,3,7,1.1,1,0
13760,2,20代,2,2,4,1,2,02,3,1,3.142857143,1,0
13761,2,30代,2,2,4,1,2,02,2,7,1,4,1
13762,1,50代,1,1,4,1,5,01,2,5,1.2,1,0
13763,2,40代,1,2,2,1,4,02,2,10,3.125,1,0
13764,1,40代,1,1,4,1,9,02,2,14,1.187648456,2,0
13765,1,50代,4,1,3,1,9,02,2,0,2.777777778,2,0
13766,1,50代,5,2,1,1,1,08,2,9,1,4,0
13767,2,50代,2,1,2,1,9,01,2,12,1,4,1
13768,2,40代,4,2,1,2,7,10,2,9,2.142857143,2,0
13769,1,50代,1,1,4,1,4,05,3,2,2.454545455,1,0
13770,1,20代,2,2,1,1,1,02,3,12,1.6,1,0
13771,2,80代,1,2,2,1,1,05,3,0,1.155172414,1,0
13772,2,30代,5,2,4,1,1,02,3,1,1.25,2,0
13773,1,70代,1,1,2,1,4,08,2,5,1,4,1
13774,1,20代,2,2,4,1,2,02,3,5,1,4,1
13775,1,20代,5,2,1,2,6,02,3,2,1.6,2,1
13776,2,50代,2,1,3,1,1,02,2,1,2.25,1,0
13777,2,40代,2,2,3,1,5,02,2,0,2.166666667,1,0
13778,2,20代,5,2,2,2,7,10,3,5,1,4,1
13779,1,40代,1,1,2,1,9,05,3,1,1,4,1
13780,1,50代,1,1,2,1,3,02,3,2,1.8125,1,0
13781,2,60代,1,2,1,2,0,11,2,3,1.272727273,1,0
13782,1,50代,1,1,4,1,5,02,3,2,1.3,1,1
13783,2,20代,5,2,2,1,2,02,2,0,1.6,1,0
13784,1,30代,5,1,2,1,3,02,3,0,3.5,1,1
13785,2,30代,2,2,2,1,1,02,2,3,2.25,2,1
13786,1,20代,2,2,3,1,1,06,2,1,2.55,1,1
13787,1,60代,1,2,2,1,9,01,2,7,1.6,2,0
13788,2,20代,3,2,1,1,3,02,2,1,1.25,2,0
13789,2,60代,2,2,4,1,0,08,2,0,2.1,1,0
13790,1,50代,1,1,2,1,5,02,2,0,1.06,1,0
13791,1,20代,2,2,4,1,1,05,3,0,1,4,0
13792,2,30代,2,1,2,1,1,05,2,9,1.026086957,1,0
13793,2,40代,1,1,2,1,3,02,2,9,1.25,1,0
13794,1,40代,7,2,1,2,2,02,2,4,1.02,1,0
13795,1,50代,5,1,2,1,3,02,2,5,1.142857143,1,0
13796,1,30代,5,1,2,1,5,13,3,0,2.363636364,1,0
13797,2,20代,5,1,2,1,2,02,3,7,1.55,1,0
13798,2,60代,1,1,2,1,0,04,3,3,1.863636364,1,0
13799,2,30代,5,2,1,2,5,02,3,0,1.633333333,1,0
13800,2,50代,2,2,9,9,0,02,3,5,1,6,0
13801,2,60代,5,1,3,1,1,10,3,8,2.1,1,0
13802,1,30代,1,1,2,1,4,02,3,12,1.25,1,1
13803,1,20代,2,2,1,1,2,10,3,3,1,4,0
13804,2,40代,5,2,1,1,2,02,3,0,4.571428571,1,0
13805,2,20代,7,2,1,2,1,07,3,3,1,4,1
13806,2,40代,3,2,9,9,2,02,3,0,4.333333333,1,0
13807,2,40代,2,1,3,1,3,02,3,1,1,4,1
13808,2,20代,2,2,4,1,1,02,3,1,16,1,0
13809,2,50代,7,1,1,2,2,03,3,1,1.375,1,0
13810,1,50代,1,1,2,1,7,02,3,14,3.361538462,1,0
13811,1,60代,1,1,3,1,5,01,3,5,1.0625,1,0
13812,2,50代,2,2,4,1,0,13,3,0,1.766666667,1,1
13813,2,60代,1,1,3,1,0,07,3,6,2.875,1,0
13814,1,40代,7,2,1,2,3,02,3,1,1.166666667,1,0
13815,1,20代,5,1,2,1,2,02,3,1,2.666666667,1,0
13816,1,60代,1,1,2,1,7,01,3,1,2.727272727,2,0
13817,2,40代,1,2,1,0,2,02,3,3,1.375,1,0
13818,2,20代,2,2,4,1,0,06,3,1,1.75,1,0
13819,1,70代,1,1,2,2,5,08,3,15,1,6,0
13820,2,40代,2,1,4,1,0,04,3,1,3,1,0
13821,2,30代,5,0,1,0,1,02,3,3,2.875,1,0
13822,1,40代,2,1,4,1,5,02,3,4,1.033333333,1,1
13823,2,40代,1,2,1,2,4,02,3,3,1.25,1,0
13824,1,70代,1,2,1,1,5,08,2,15,1,4,0
13825,1,70代,1,2,1,1,5,08,2,15,1.35,2,0
13826,2,40代,1,2,2,1,4,02,2,10,1.12,1,0
13827,1,20代,2,2,2,1,9,01,2,8,1.153846154,2,0
13828,1,50代,1,1,4,1,6,02,2,0,2.2,1,0
13829,1,50代,7,2,9,9,5,01,3,1,4.333333333,1,0
13830,1,50代,1,1,4,1,9,01,2,0,1,4,1
13831,2,40代,1,2,3,1,5,02,2,0,1,6,0
13832,2,40代,2,2,2,9,2,02,2,0,1.15,1,0
13833,1,30代,3,1,1,2,2,02,2,0,1.714285714,1,0
13834,1,60代,1,1,2,1,7,10,2,0,1.076923077,1,0
13835,1,30代,5,1,4,1,7,10,2,0,1,4,0
13836,2,50代,1,1,3,1,3,02,2,0,3.846153846,2,0
13837,2,30代,5,2,1,2,2,02,3,1,1.083333333,1,0
13838,2,20代,3,2,1,2,1,02,2,1,2.05,1,0
13839,2,40代,2,1,4,1,0,07,2,1,1.454545455,1,0
13840,2,40代,1,1,2,1,3,02,2,4,1.1,1,0
13841,1,30代,2,1,3,1,5,02,3,6,1,4,0
13842,1,40代,1,1,3,1,6,02,2,8,1.230769231,1,1
13843,2,20代,3,2,4,1,0,06,3,1,3,1,1
13844,2,30代,1,1,2,1,2,02,2,4,1.071428571,1,1
13845,2,20代,2,2,4,1,0,06,3,0,1.55,1,0
13846,2,20代,5,2,4,2,1,02,3,4,1.333333333,1,0
13847,2,50代,2,2,1,1,5,02,3,1,1,4,0
13848,1,20代,5,2,1,2,2,02,3,5,1.071428571,1,1
13849,1,20代,2,2,1,1,2,06,3,0,1.375,1,0
13850,2,70代,2,2,2,1,1,08,2,0,1.9,1,0
13851,1,50代,1,1,3,1,9,02,2,0,1.25,1,1
13852,1,60代,1,1,3,1,1,03,2,0,2,1,0
13854,1,50代,1,1,2,1,9,02,2,9,3.5,1,0
13855,2,70代,1,2,1,2,2,02,2,0,3.84,1,0
13856,1,30代,3,2,1,2,3,02,3,0,1.233333333,1,1
13857,2,40代,5,2,1,2,2,07,3,17,2.5,1,0
13858,1,70代,1,1,2,1,9,01,3,6,4.333333333,1,0
13859,1,70代,1,1,2,1,1,08,2,0,1.875,2,0
13861,2,60代,1,1,3,1,0,04,3,1,1,4,1
13862,2,30代,7,2,4,1,1,02,2,1,3.5,1,1
13863,1,40代,1,1,4,1,4,02,2,2,1.375,1,0
13864,1,40代,2,1,3,1,2,02,2,3,1.7375,1,0
13865,2,20代,2,2,2,1,2,02,2,9,1.35,1,0
13866,2,20代,2,2,3,1,1,02,2,9,1,4,0
13867,1,30代,2,2,3,1,3,02,3,1,2.363636364,1,0
13868,2,30代,2,1,3,1,2,02,2,0,1.738461538,1,0
13869,2,20代,2,2,4,1,1,02,2,7,1.75,1,1
13870,1,20代,2,2,3,1,0,06,3,0,2,1,0
13871,2,80代,1,2,1,1,1,08,2,1,2,1,0
13873,2,30代,2,2,1,1,2,02,2,0,4,1,0
13874,1,60代,1,2,1,1,1,02,2,0,1.75,1,0
13875,2,60代,1,1,2,1,2,02,2,0,1.538461538,2,0
13876,1,50代,2,1,3,1,5,03,2,0,2,1,0
13877,1,50代,7,2,1,2,1,02,3,14,1.666666667,1,0
13878,1,60代,1,1,2,1,1,05,3,13,3.846153846,2,0
13880,1,50代,1,1,4,1,3,02,3,16,1.85,1,0
13881,2,30代,2,2,3,1,1,02,3,8,6,1,0
13882,1,60代,1,1,4,1,3,02,3,1,1,4,0
13883,2,20代,7,1,2,1,1,02,3,1,2.333333333,1,0
13884,1,40代,1,1,3,1,2,05,3,16,1.181818182,1,1
13885,2,40代,2,1,4,1,4,03,3,10,2.375,1,0
13886,1,40代,1,1,4,1,5,02,3,0,1.064,1,1
13887,2,20代,5,2,1,2,0,06,3,0,1.15,1,1
13888,1,20代,7,2,4,1,1,02,3,13,1.033333333,1,1
13889,2,40代,2,2,1,1,1,02,3,4,1,4,0
13890,2,30代,2,2,3,1,1,07,3,0,1,4,0
13891,1,50代,1,1,4,1,4,02,3,0,2.619047619,1,1
13892,2,30代,5,1,4,1,2,02,3,2,1,6,0
13893,1,20代,7,1,2,1,2,02,3,0,2,2,1
13894,1,80代,1,1,2,0,5,05,3,12,3,1,0
13895,2,30代,2,2,1,0,7,02,3,11,3.727272727,1,0
13896,1,30代,7,2,1,2,1,02,3,2,2,1,0
13897,2,20代,2,2,4,1,0,06,3,1,1.5,1,0
13898,1,50代,5,2,1,2,2,02,3,14,1.366666667,1,0
13899,2,30代,3,1,3,1,3,02,3,14,3.076923077,2,0
13900,2,60代,2,2,3,1,2,02,3,2,1.333333333,1,1
13901,1,40代,5,2,1,2,2,07,3,2,1,4,1
13902,1,20代,5,2,1,2,3,02,3,8,3.666666667,1,0
13903,1,40代,7,1,3,1,4,02,3,8,1,4,1
13904,2,40代,2,1,2,1,7,02,3,6,4,2,0
13905,2,30代,7,1,4,1,0,04,3,0,1,4,1
13906,1,40代,1,2,4,2,3,02,3,5,1,4,0
13907,2,30代,7,1,2,1,1,02,3,13,1.666666667,1,0
13908,2,40代,7,2,2,2,1,07,3,4,1.02,1,0
13909,1,50代,1,1,2,1,0,05,3,14,1,4,0
13911,1,60代,1,1,3,1,9,02,3,0,1.893333333,1,0
13912,2,50代,5,2,3,1,2,02,3,13,3.857142857,1,0
13913,2,50代,2,1,4,1,1,12,2,6,2,1,0
13914,2,30代,5,2,1,2,2,02,3,2,1.5,1,0
13915,1,30代,2,1,4,1,3,03,2,1,6,1,0
13916,2,60代,2,1,4,1,0,04,2,3,1.545454545,1,0
13917,1,50代,2,1,4,1,3,05,2,9,1.181818182,1,0
13919,1,30代,5,1,2,1,6,02,2,1,1.666666667,1,0
13921,1,60代,1,1,3,1,3,08,3,0,1.444444444,1,0
13922,1,20代,4,2,2,1,1,02,2,7,3,1,0
13923,2,40代,2,1,4,1,1,02,2,5,1.071428571,1,0
13924,2,50代,5,2,1,0,9,05,3,8,2.941176471,2,0
13925,1,40代,7,2,1,2,2,02,3,1,1,4,1
13926,2,50代,1,2,3,1,1,07,3,3,2.25,1,1
13927,2,50代,1,2,1,2,3,03,2,0,1.25,1,0
13928,2,20代,5,1,2,1,2,02,3,2,2.451612903,1,1
13929,1,40代,1,1,3,1,4,02,3,13,1,4,1
13930,1,60代,3,1,2,1,9,02,2,8,1.925925926,1,0
13931,1,40代,1,1,3,1,4,02,2,0,2.1,1,0
13932,2,40代,2,2,2,1,1,07,3,1,2,2,0
13933,2,50代,1,1,3,1,9,02,2,0,2.36,1,0
13934,2,70代,1,1,3,1,1,08,2,0,3.6,1,0
13935,1,40代,1,1,4,1,4,02,2,0,1.909090909,1,0
13936,2,40代,5,2,1,2,2,02,3,0,2.666666667,1,0
13937,2,30代,5,1,2,1,2,02,2,0,2.111111111,1,0
13938,2,60代,2,1,2,1,0,04,2,0,2.5,1,0
13939,1,20代,4,2,1,2,0,06,2,0,1.5,1,0
13940,1,50代,7,2,1,2,1,02,2,1,1.2,1,0
13941,1,40代,1,1,4,1,4,03,2,8,5,2,0
13942,2,40代,2,2,1,2,3,02,2,7,1.1,1,0
13943,2,50代,5,2,1,2,1,12,3,5,1,4,0
13944,2,40代,2,2,3,1,3,02,3,1,2.538461538,1,0
13945,2,20代,2,2,4,1,0,02,2,4,1.6,1,1
13946,1,40代,5,1,4,1,6,02,3,2,3.5,1,1
13947,2,40代,2,2,3,1,3,02,3,1,2.875,1,0
13948,1,40代,1,1,4,1,4,02,2,5,1.023529412,1,0
13949,1,40代,6,1,4,1,9,01,2,5,1.016666667,1,1
13950,2,20代,3,2,3,1,0,06,3,0,1.45,1,0
13952,1,30代,5,1,3,1,5,02,2,2,1.615384615,1,1
13953,2,50代,2,2,4,1,2,02,2,5,1.016666667,1,0
13954,2,30代,4,1,4,1,0,04,2,0,2.333333333,1,0
13955,2,30代,1,1,3,1,1,02,2,5,1.083333333,1,0
13956,2,40代,7,2,1,2,2,02,2,2,2.225,1,0
13957,2,60代,4,2,2,1,3,10,3,0,2.5,1,0
13958,2,40代,2,2,1,1,5,02,2,0,1.5125,1,1
13959,1,50代,1,1,4,1,9,10,3,0,1.277777778,1,1
13960,1,20代,5,2,1,2,2,03,2,8,2.666666667,1,1
13961,2,50代,1,1,4,1,4,02,2,9,2.25,1,0
13962,1,20代,7,2,4,1,1,02,3,4,1,4,1
13963,2,40代,1,2,2,1,3,02,2,0,2,1,0
13964,2,50代,1,1,4,1,2,02,2,0,2.166666667,1,0
13965,1,60代,1,1,3,1,1,11,2,13,2.153846154,1,0
13966,2,70代,2,1,2,1,0,08,2,6,1.925,1,0
13967,1,50代,1,1,3,1,4,02,2,5,1.028571429,1,0
13968,1,50代,7,2,1,2,3,02,2,9,1,4,0
13969,2,70代,1,2,1,2,9,10,2,12,2,1,0
13970,2,40代,1,1,4,1,0,04,2,6,1.811764706,1,0
13971,2,70代,1,2,1,2,9,10,2,12,1,4,0
13972,2,40代,5,2,1,1,9,02,2,0,2,2,0
13973,2,50代,5,2,2,1,2,02,3,0,1,4,0
13974,1,40代,1,2,2,1,4,02,3,8,2.3125,1,0
13975,2,20代,3,2,1,2,1,02,3,4,1,4,1
13977,2,40代,2,1,2,1,1,02,3,0,1,4,0
13978,1,50代,1,2,3,1,5,05,3,1,3,1,0
13979,2,40代,2,1,4,1,2,03,3,0,1.125,1,0
13980,2,40代,1,2,1,1,3,02,3,1,2.714285714,1,0
13981,2,20代,5,2,3,1,1,03,3,0,1,4,1
